received_date,receveid_hour,sensor A,sensor B,sensor C
11/09/2020,01:20:26,45,15,4
11/09/2020,01:22:27,36,23,5
11/09/2020,01:34:32,40,20,1
11/09/2020,01:38:21,43,24,1
11/09/2020,01:42:37,55,15,5
11/09/2020,01:50:21,55,25,1
11/09/2020,02:01:23,52,16,4
11/09/2020,02:06:24,41,24,3
11/09/2020,02:12:25,49,25,5
11/09/2020,02:20:26,49,19,2
11/09/2020,02:22:27,44,24,0
11/09/2020,02:34:32,44,25,5
11/09/2020,02:38:21,40,24,4
11/09/2020,02:42:37,40,22,4
11/09/2020,02:50:21,37,19,1
11/09/2020,03:01:23,55,18,2
11/09/2020,03:06:24,41,15,5
11/09/2020,03:12:25,42,17,3
11/09/2020,03:20:26,45,21,1
11/09/2020,03:22:27,45,21,2
11/09/2020,03:34:32,45,24,0
11/09/2020,03:38:21,55,16,4
11/09/2020,03:42:37,36,20,3
11/09/2020,03:50:21,40,25,4
11/09/2020,04:01:23,54,18,0
11/09/2020,04:06:24,37,18,0
11/09/2020,04:12:25,52,16,2
11/09/2020,04:20:26,43,21,3
11/09/2020,04:22:27,51,16,1
11/09/2020,04:34:32,36,25,1
11/09/2020,04:38:21,54,19,3
11/09/2020,04:42:37,52,25,4
11/09/2020,04:50:21,52,16,2
11/09/2020,05:01:23,35,20,2
11/09/2020,05:06:24,47,18,2
11/09/2020,05:12:25,41,17,3
11/09/2020,05:20:26,45,24,2
11/09/2020,05:22:27,36,20,4
11/09/2020,05:34:32,54,23,0
11/09/2020,05:38:21,44,23,4
11/09/2020,05:42:37,40,17,4
11/09/2020,05:50:21,50,25,2
11/09/2020,06:01:23,50,23,3
11/09/2020,06:06:24,49,16,1
11/09/2020,06:12:25,53,22,0
11/09/2020,06:20:26,43,19,4
11/09/2020,06:22:27,50,19,1
11/09/2020,06:34:32,54,16,4
11/09/2020,06:38:21,35,23,0
11/09/2020,06:42:37,52,24,2
11/09/2020,06:50:21,51,18,2
11/09/2020,07:01:23,39,18,3
11/09/2020,07:06:24,41,17,5
11/09/2020,07:12:25,42,18,1
11/09/2020,07:20:26,42,21,0
11/09/2020,07:22:27,37,21,2
11/09/2020,07:34:32,41,21,0
11/09/2020,07:38:21,54,15,3
11/09/2020,07:42:37,43,21,3
11/09/2020,07:50:21,47,15,0
11/09/2020,07:01:23,54,15,1
11/09/2020,07:06:24,42,17,1
11/09/2020,07:12:25,52,18,2
11/09/2020,07:20:26,35,16,1
11/09/2020,07:22:27,47,21,1
11/09/2020,07:34:32,50,16,4
11/09/2020,07:38:21,49,16,0
11/09/2020,07:42:37,54,21,5
11/09/2020,07:50:21,39,21,4
11/09/2020,08:01:23,42,23,4
11/09/2020,08:06:24,39,23,3
11/09/2020,08:12:25,36,17,2
11/09/2020,09:20:26,37,20,3
11/09/2020,09:22:27,35,15,3
11/09/2020,09:34:32,48,21,5
11/09/2020,09:38:21,48,23,5
11/09/2020,09:42:37,53,24,5
11/09/2020,09:50:21,40,16,2
11/09/2020,10:01:23,52,18,5
11/09/2020,10:06:24,53,20,5
11/09/2020,10:12:25,38,22,2
11/09/2020,10:20:26,37,22,1
11/09/2020,10:22:27,47,20,4
11/09/2020,10:34:32,51,24,2
11/09/2020,10:38:21,41,17,4
11/09/2020,10:42:37,51,16,2
11/09/2020,10:50:21,36,23,3
11/09/2020,11:01:23,49,19,2
11/09/2020,11:06:24,40,25,5
11/09/2020,11:12:25,36,20,4
11/09/2020,11:20:26,53,23,2
11/09/2020,11:22:27,55,21,0
11/09/2020,11:34:32,53,17,2
11/09/2020,11:38:21,43,23,4
11/09/2020,11:42:37,49,23,5
11/09/2020,11:50:21,54,15,1
11/09/2020,12:01:23,37,20,0
11/09/2020,12:06:24,47,15,5
11/09/2020,12:12:25,43,17,0
11/09/2020,12:20:26,38,19,4
11/09/2020,12:22:27,38,23,2
11/09/2020,12:34:32,51,15,3
11/09/2020,12:38:21,52,22,2
11/09/2020,12:42:37,41,17,0
11/09/2020,12:50:21,42,22,1
11/09/2020,13:01:23,39,18,2
11/09/2020,13:06:24,42,20,1
11/09/2020,13:12:25,38,17,5
11/09/2020,13:20:26,45,25,3
11/09/2020,13:22:27,42,23,2
11/09/2020,13:34:32,46,25,3
11/09/2020,13:38:21,51,21,2
11/09/2020,13:42:37,40,22,0
11/09/2020,13:50:21,52,15,0
11/09/2020,14:01:23,51,18,5
11/09/2020,14:06:24,47,18,5
11/09/2020,14:12:25,35,22,0
11/09/2020,14:20:26,53,22,0
11/09/2020,14:22:27,39,23,4
11/09/2020,14:34:32,46,18,3
11/09/2020,14:38:21,44,17,0
11/09/2020,14:42:37,37,21,3
11/09/2020,14:50:21,49,15,2
11/09/2020,15:01:23,49,21,1
11/09/2020,15:06:24,37,21,4
11/09/2020,15:12:25,48,25,0
11/09/2020,15:20:26,47,24,1
11/09/2020,15:22:27,36,15,4
11/09/2020,15:34:32,37,20,4
11/09/2020,15:38:21,48,21,1
11/09/2020,15:42:37,51,21,3
11/09/2020,15:50:21,52,21,3
11/09/2020,16:01:23,45,18,0
11/09/2020,16:06:24,38,19,1
11/09/2020,16:12:25,49,16,0
11/09/2020,16:20:26,44,18,3
11/09/2020,16:22:27,49,16,2
11/09/2020,16:34:32,40,22,4
11/09/2020,16:38:21,40,19,2
11/09/2020,16:42:37,44,22,3
11/09/2020,16:50:21,49,23,3
11/09/2020,17:01:23,46,16,3
11/09/2020,17:06:24,43,15,0
11/09/2020,17:12:25,51,16,5
11/09/2020,17:20:26,37,15,3
11/09/2020,17:22:27,41,23,2
11/09/2020,17:34:32,39,21,4
11/09/2020,17:38:21,51,15,2
11/09/2020,17:42:37,43,15,5
11/09/2020,17:50:21,50,19,3
11/09/2020,18:01:23,35,23,2
11/09/2020,18:06:24,44,15,0
11/09/2020,18:12:25,42,19,5
11/09/2020,18:20:26,49,23,2
11/09/2020,18:22:27,38,20,4
11/09/2020,18:34:32,41,19,0
11/09/2020,18:38:21,39,15,4
11/09/2020,18:42:37,46,21,4
11/09/2020,18:50:21,54,15,3
11/09/2020,19:01:23,45,19,4
11/09/2020,19:06:24,45,20,3
11/09/2020,19:12:25,39,21,2
11/09/2020,19:20:26,53,25,0
11/09/2020,19:22:27,48,16,3
11/09/2020,19:34:32,46,20,1
11/09/2020,19:38:21,35,25,0
11/09/2020,19:42:37,48,15,3
11/09/2020,19:50:21,53,18,3
11/09/2020,20:01:23,50,15,4
11/09/2020,20:06:24,51,15,4
11/09/2020,20:12:25,36,16,5
11/09/2020,20:20:26,53,23,3
11/09/2020,20:22:27,37,15,3
11/09/2020,20:34:32,52,22,2
11/09/2020,20:38:21,48,17,3
11/09/2020,20:42:37,46,18,4
11/09/2020,20:50:21,53,23,1
11/09/2020,21:01:23,46,20,3
11/09/2020,21:06:24,55,18,3
11/09/2020,21:12:25,41,17,5
11/09/2020,21:20:26,47,25,5
11/09/2020,21:22:27,40,19,2
11/09/2020,21:34:32,46,17,3
11/09/2020,21:38:21,46,19,5
11/09/2020,21:42:37,37,20,2
11/09/2020,21:50:21,39,16,3
11/09/2020,22:01:23,45,18,2
11/09/2020,22:06:24,48,16,1
11/09/2020,22:12:25,44,18,2
11/09/2020,22:20:26,43,20,2
11/09/2020,22:22:27,55,23,5
11/09/2020,22:34:32,44,15,5
11/09/2020,22:38:21,46,25,5
11/09/2020,22:42:37,40,16,1
11/09/2020,22:50:21,40,21,5
11/09/2020,23:01:23,48,21,2
11/09/2020,23:06:24,44,21,4
11/09/2020,23:12:25,38,16,3
11/09/2020,23:20:26,51,23,3
11/09/2020,23:22:27,35,16,3
11/09/2020,23:34:32,50,16,3
11/09/2020,23:38:21,47,15,2
11/09/2020,23:42:37,38,19,4
11/09/2020,23:50:21,52,23,5
12/09/2020,00:01:23,35,22,0
12/09/2020,00:06:24,40,24,5
12/09/2020,00:12:25,46,18,4
12/09/2020,00:20:26,36,21,3
12/09/2020,00:22:27,52,21,2
12/09/2020,00:34:32,44,23,4
12/09/2020,00:38:21,35,21,0
12/09/2020,00:42:37,45,22,3
12/09/2020,00:50:21,38,23,3
12/09/2020,00:55:24,46,24,1
12/09/2020,01:01:23,52,15,2
12/09/2020,01:06:24,46,17,4
12/09/2020,01:12:25,50,18,0
12/09/2020,01:20:26,44,23,2
12/09/2020,01:22:27,46,23,5
12/09/2020,01:34:32,53,18,3
12/09/2020,01:38:21,43,18,4
12/09/2020,01:42:37,40,16,4
12/09/2020,01:50:21,46,24,4
12/09/2020,02:01:23,38,23,4
12/09/2020,02:06:24,52,24,2
12/09/2020,02:12:25,48,25,1
12/09/2020,02:20:26,47,17,0
12/09/2020,02:22:27,51,18,1
12/09/2020,02:34:32,52,19,5
12/09/2020,02:38:21,39,18,3
12/09/2020,02:42:37,44,23,4
12/09/2020,02:50:21,53,24,3
12/09/2020,03:01:23,35,24,5
12/09/2020,03:06:24,50,18,3
12/09/2020,03:12:25,45,25,3
12/09/2020,03:20:26,52,20,1
12/09/2020,03:22:27,53,19,1
12/09/2020,03:34:32,35,20,3
12/09/2020,03:38:21,40,15,2
12/09/2020,03:42:37,46,19,1
12/09/2020,03:50:21,36,25,3
12/09/2020,04:01:23,43,25,1
12/09/2020,04:06:24,52,18,4
12/09/2020,04:12:25,49,15,5
12/09/2020,04:20:26,44,18,2
12/09/2020,04:22:27,51,24,0
12/09/2020,04:34:32,54,24,3
12/09/2020,04:38:21,36,18,1
12/09/2020,04:42:37,45,21,5
12/09/2020,04:50:21,49,22,3
12/09/2020,05:01:23,44,19,0
12/09/2020,05:06:24,52,15,5
12/09/2020,05:12:25,55,20,4
12/09/2020,05:20:26,43,17,3
12/09/2020,05:22:27,47,24,1
12/09/2020,05:34:32,52,15,0
12/09/2020,05:38:21,53,16,1
12/09/2020,05:42:37,44,18,2
12/09/2020,05:50:21,48,21,3
12/09/2020,06:01:23,54,21,4
12/09/2020,06:06:24,35,16,0
12/09/2020,06:12:25,48,23,3
12/09/2020,06:20:26,49,16,3
12/09/2020,06:22:27,48,20,3
12/09/2020,06:34:32,46,17,1
12/09/2020,06:38:21,45,15,5
12/09/2020,06:42:37,42,18,5
12/09/2020,06:50:21,35,24,4
12/09/2020,07:01:23,45,17,3
12/09/2020,07:06:24,36,23,1
12/09/2020,07:12:25,50,15,4
12/09/2020,07:20:26,48,22,2
12/09/2020,07:22:27,51,15,5
12/09/2020,07:34:32,49,17,4
12/09/2020,07:38:21,43,25,2
12/09/2020,07:42:37,41,15,1
12/09/2020,07:50:21,39,15,5
12/09/2020,07:01:23,36,18,5
12/09/2020,07:06:24,52,22,3
12/09/2020,07:12:25,52,17,1
12/09/2020,07:20:26,48,18,3
12/09/2020,07:22:27,53,25,3
12/09/2020,07:34:32,55,16,5
12/09/2020,07:38:21,42,24,3
12/09/2020,07:42:37,47,15,4
12/09/2020,07:50:21,51,23,2
12/09/2020,08:01:23,48,22,0
12/09/2020,08:06:24,38,19,5
12/09/2020,08:12:25,55,25,0
12/09/2020,09:20:26,42,25,2
12/09/2020,09:22:27,40,15,4
12/09/2020,09:34:32,49,24,5
12/09/2020,09:38:21,38,25,4
12/09/2020,09:42:37,46,21,5
12/09/2020,09:50:21,49,16,1
12/09/2020,10:01:23,46,18,2
12/09/2020,10:06:24,48,23,2
12/09/2020,10:12:25,54,16,2
12/09/2020,10:20:26,47,22,4
12/09/2020,10:22:27,52,22,1
12/09/2020,10:34:32,44,16,1
12/09/2020,10:38:21,49,17,2
12/09/2020,10:42:37,55,20,1
12/09/2020,10:50:21,52,23,0
12/09/2020,11:01:23,43,25,3
12/09/2020,11:06:24,52,24,4
12/09/2020,11:12:25,46,23,2
12/09/2020,11:20:26,37,25,2
12/09/2020,11:22:27,44,20,2
12/09/2020,11:34:32,51,15,0
12/09/2020,11:38:21,52,22,3
12/09/2020,11:42:37,37,19,2
12/09/2020,11:50:21,41,18,4
12/09/2020,12:01:23,43,22,1
12/09/2020,12:06:24,46,16,1
12/09/2020,12:12:25,43,23,5
12/09/2020,12:20:26,45,21,4
12/09/2020,12:22:27,55,22,4
12/09/2020,12:34:32,52,18,2
12/09/2020,12:38:21,49,23,3
12/09/2020,12:42:37,54,17,2
12/09/2020,12:50:21,39,22,2
12/09/2020,13:01:23,52,16,5
12/09/2020,13:06:24,55,25,5
12/09/2020,13:12:25,48,15,3
12/09/2020,13:20:26,42,16,1
12/09/2020,13:22:27,37,17,0
12/09/2020,13:34:32,54,23,4
12/09/2020,13:38:21,35,15,2
12/09/2020,13:42:37,45,23,1
12/09/2020,13:50:21,37,22,1
12/09/2020,14:01:23,51,21,0
12/09/2020,14:06:24,47,15,4
12/09/2020,14:12:25,41,20,4
12/09/2020,14:20:26,45,24,4
12/09/2020,14:22:27,39,20,5
12/09/2020,14:34:32,48,23,4
12/09/2020,14:38:21,45,18,5
12/09/2020,14:42:37,41,15,4
12/09/2020,14:50:21,47,25,1
12/09/2020,15:01:23,53,17,0
12/09/2020,15:06:24,35,23,1
12/09/2020,15:12:25,52,17,1
12/09/2020,15:20:26,46,21,0
12/09/2020,15:22:27,51,16,4
12/09/2020,15:34:32,44,23,4
12/09/2020,15:38:21,53,20,5
12/09/2020,15:42:37,51,20,5
12/09/2020,15:50:21,51,20,3
12/09/2020,16:01:23,35,23,1
12/09/2020,16:06:24,47,19,5
12/09/2020,16:12:25,51,22,3
12/09/2020,16:20:26,47,22,0
12/09/2020,16:22:27,49,22,0
12/09/2020,16:34:32,52,24,2
12/09/2020,16:38:21,44,20,5
12/09/2020,16:42:37,36,20,5
12/09/2020,16:50:21,41,23,0
12/09/2020,17:01:23,53,19,2
12/09/2020,17:06:24,54,15,3
12/09/2020,17:12:25,38,19,1
12/09/2020,17:20:26,54,25,5
12/09/2020,17:22:27,46,17,4
12/09/2020,17:34:32,54,23,5
12/09/2020,17:38:21,51,19,5
12/09/2020,17:42:37,55,22,2
12/09/2020,17:50:21,54,22,1
12/09/2020,18:01:23,44,24,0
12/09/2020,18:06:24,49,25,3
12/09/2020,18:12:25,38,19,3
12/09/2020,18:20:26,53,19,3
12/09/2020,18:22:27,48,20,4
12/09/2020,18:34:32,50,23,4
12/09/2020,18:38:21,41,16,1
12/09/2020,18:42:37,47,21,1
12/09/2020,18:50:21,40,19,2
12/09/2020,19:01:23,48,18,4
12/09/2020,19:06:24,46,21,0
12/09/2020,19:12:25,54,22,3
12/09/2020,19:20:26,47,24,3
12/09/2020,19:22:27,36,25,1
12/09/2020,19:34:32,53,18,4
12/09/2020,19:38:21,49,15,4
12/09/2020,19:42:37,48,24,3
12/09/2020,19:50:21,35,25,1
12/09/2020,20:01:23,48,21,0
12/09/2020,20:06:24,51,19,4
12/09/2020,20:12:25,48,22,2
12/09/2020,20:20:26,39,18,0
12/09/2020,20:22:27,41,21,4
12/09/2020,20:34:32,52,18,0
12/09/2020,20:38:21,48,15,2
12/09/2020,20:42:37,54,21,3
12/09/2020,20:50:21,43,17,2
12/09/2020,21:01:23,38,21,5
12/09/2020,21:06:24,52,23,1
12/09/2020,21:12:25,39,15,0
12/09/2020,21:20:26,47,20,1
12/09/2020,21:22:27,41,23,4
12/09/2020,21:34:32,53,18,3
12/09/2020,21:38:21,36,22,5
12/09/2020,21:42:37,49,23,1
12/09/2020,21:50:21,45,25,0
12/09/2020,22:01:23,50,16,1
12/09/2020,22:06:24,35,19,1
12/09/2020,22:12:25,50,19,3
12/09/2020,22:20:26,39,23,4
12/09/2020,22:22:27,49,16,2
12/09/2020,22:34:32,50,18,0
12/09/2020,22:38:21,42,25,1
12/09/2020,22:42:37,54,21,4
12/09/2020,22:50:21,51,21,2
12/09/2020,23:01:23,51,25,0
12/09/2020,23:06:24,35,17,5
12/09/2020,23:12:25,35,17,2
12/09/2020,23:20:26,47,19,3
12/09/2020,23:22:27,47,18,4
12/09/2020,23:34:32,39,17,4
12/09/2020,23:38:21,44,15,5
12/09/2020,23:42:37,50,16,3
12/09/2020,23:50:21,39,18,3
13/09/2020,00:01:23,37,21,2
13/09/2020,00:06:24,35,18,3
13/09/2020,00:12:25,44,25,3
13/09/2020,00:20:26,38,15,1
13/09/2020,00:22:27,51,15,0
13/09/2020,00:34:32,36,18,1
13/09/2020,00:38:21,49,17,1
13/09/2020,00:42:37,44,23,2
13/09/2020,00:50:21,45,16,5
13/09/2020,00:55:24,53,15,3
13/09/2020,01:01:23,35,23,2
13/09/2020,01:06:24,42,18,5
13/09/2020,01:12:25,43,23,2
13/09/2020,01:20:26,48,16,3
13/09/2020,01:22:27,35,17,3
13/09/2020,01:34:32,55,23,3
13/09/2020,01:38:21,36,17,0
13/09/2020,01:42:37,53,18,3
13/09/2020,01:50:21,50,17,2
13/09/2020,02:01:23,37,21,3
13/09/2020,02:06:24,46,19,2
13/09/2020,02:12:25,44,15,2
13/09/2020,02:20:26,53,20,2
13/09/2020,02:22:27,49,24,5
13/09/2020,02:34:32,37,15,3
13/09/2020,02:38:21,39,23,5
13/09/2020,02:42:37,52,25,3
13/09/2020,02:50:21,47,23,5
13/09/2020,03:01:23,48,20,2
13/09/2020,03:06:24,35,18,0
13/09/2020,03:12:25,37,18,3
13/09/2020,03:20:26,39,16,1
13/09/2020,03:22:27,47,25,5
13/09/2020,03:34:32,39,18,0
13/09/2020,03:38:21,52,17,3
13/09/2020,03:42:37,54,21,1
13/09/2020,03:50:21,48,16,2
13/09/2020,04:01:23,50,22,4
13/09/2020,04:06:24,55,19,1
13/09/2020,04:12:25,42,22,0
13/09/2020,04:20:26,49,19,4
13/09/2020,04:22:27,54,21,5
13/09/2020,04:34:32,40,16,2
13/09/2020,04:38:21,40,15,2
13/09/2020,04:42:37,38,16,3
13/09/2020,04:50:21,47,17,1
13/09/2020,05:01:23,51,18,3
13/09/2020,05:06:24,45,16,3
13/09/2020,05:12:25,40,16,3
13/09/2020,05:20:26,35,19,2
13/09/2020,05:22:27,35,16,3
13/09/2020,05:34:32,52,17,0
13/09/2020,05:38:21,42,24,2
13/09/2020,05:42:37,43,17,1
13/09/2020,05:50:21,37,16,2
13/09/2020,06:01:23,45,24,4
13/09/2020,06:06:24,37,15,2
13/09/2020,06:12:25,35,20,5
13/09/2020,06:20:26,53,15,5
13/09/2020,06:22:27,51,20,5
13/09/2020,06:34:32,54,18,4
13/09/2020,06:38:21,51,19,3
13/09/2020,06:42:37,35,25,5
13/09/2020,06:50:21,54,16,0
13/09/2020,07:01:23,46,23,3
13/09/2020,07:06:24,44,25,1
13/09/2020,07:12:25,35,15,3
13/09/2020,07:20:26,48,18,4
13/09/2020,07:22:27,51,17,4
13/09/2020,07:34:32,43,22,2
13/09/2020,07:38:21,49,24,2
13/09/2020,07:42:37,46,23,5
13/09/2020,07:50:21,52,17,1
13/09/2020,07:01:23,39,23,4
13/09/2020,07:06:24,51,24,0
13/09/2020,07:12:25,37,18,4
13/09/2020,07:20:26,35,16,2
13/09/2020,07:22:27,41,21,2
13/09/2020,07:34:32,39,21,2
13/09/2020,07:38:21,40,20,5
13/09/2020,07:42:37,41,23,1
13/09/2020,07:50:21,43,16,5
13/09/2020,08:01:23,39,19,1
13/09/2020,08:06:24,53,24,4
13/09/2020,08:12:25,51,18,1
13/09/2020,09:20:26,43,18,0
13/09/2020,09:22:27,47,16,5
13/09/2020,09:34:32,52,25,2
13/09/2020,09:38:21,49,21,0
13/09/2020,09:42:37,42,23,3
13/09/2020,09:50:21,38,21,5
13/09/2020,10:01:23,51,21,5
13/09/2020,10:06:24,35,25,5
13/09/2020,10:12:25,40,25,1
13/09/2020,10:20:26,37,19,1
13/09/2020,10:22:27,54,17,0
13/09/2020,10:34:32,41,23,2
13/09/2020,10:38:21,53,15,0
13/09/2020,10:42:37,44,18,2
13/09/2020,10:50:21,51,19,0
13/09/2020,11:01:23,46,21,4
13/09/2020,11:06:24,45,20,4
13/09/2020,11:12:25,49,23,3
13/09/2020,11:20:26,49,19,0
13/09/2020,11:22:27,47,24,3
13/09/2020,11:34:32,39,15,1
13/09/2020,11:38:21,53,20,2
13/09/2020,11:42:37,43,21,4
13/09/2020,11:50:21,50,21,5
13/09/2020,12:01:23,38,24,5
13/09/2020,12:06:24,45,16,4
13/09/2020,12:12:25,49,20,1
13/09/2020,12:20:26,55,15,2
13/09/2020,12:22:27,55,18,2
13/09/2020,12:34:32,54,17,2
13/09/2020,12:38:21,44,21,4
13/09/2020,12:42:37,48,22,1
13/09/2020,12:50:21,39,24,3
13/09/2020,13:01:23,55,19,0
13/09/2020,13:06:24,47,17,1
13/09/2020,13:12:25,48,18,3
13/09/2020,13:20:26,39,21,3
13/09/2020,13:22:27,54,20,3
13/09/2020,13:34:32,47,25,2
13/09/2020,13:38:21,35,23,0
13/09/2020,13:42:37,55,25,2
13/09/2020,13:50:21,35,17,2
13/09/2020,14:01:23,50,18,2
13/09/2020,14:06:24,36,21,0
13/09/2020,14:12:25,36,22,2
13/09/2020,14:20:26,48,18,3
13/09/2020,14:22:27,48,22,4
13/09/2020,14:34:32,41,21,3
13/09/2020,14:38:21,43,22,1
13/09/2020,14:42:37,46,19,2
13/09/2020,14:50:21,54,25,2
13/09/2020,15:01:23,47,24,3
13/09/2020,15:06:24,38,21,1
13/09/2020,15:12:25,38,17,3
13/09/2020,15:20:26,48,19,1
13/09/2020,15:22:27,53,23,2
13/09/2020,15:34:32,46,22,4
13/09/2020,15:38:21,51,18,3
13/09/2020,15:42:37,45,23,2
13/09/2020,15:50:21,45,17,4
13/09/2020,16:01:23,40,23,1
13/09/2020,16:06:24,49,24,0
13/09/2020,16:12:25,36,23,3
13/09/2020,16:20:26,44,18,2
13/09/2020,16:22:27,50,22,2
13/09/2020,16:34:32,37,25,5
13/09/2020,16:38:21,37,23,2
13/09/2020,16:42:37,50,20,5
13/09/2020,16:50:21,38,21,0
13/09/2020,17:01:23,54,24,0
13/09/2020,17:06:24,55,20,0
13/09/2020,17:12:25,35,25,0
13/09/2020,17:20:26,55,24,5
13/09/2020,17:22:27,39,25,4
13/09/2020,17:34:32,42,17,5
13/09/2020,17:38:21,39,25,3
13/09/2020,17:42:37,41,17,0
13/09/2020,17:50:21,44,17,0
13/09/2020,18:01:23,40,15,2
13/09/2020,18:06:24,55,22,2
13/09/2020,18:12:25,35,17,2
13/09/2020,18:20:26,40,17,5
13/09/2020,18:22:27,38,25,1
13/09/2020,18:34:32,36,24,4
13/09/2020,18:38:21,45,18,0
13/09/2020,18:42:37,46,20,3
13/09/2020,18:50:21,45,24,5
13/09/2020,19:01:23,35,16,5
13/09/2020,19:06:24,55,15,4
13/09/2020,19:12:25,55,16,2
13/09/2020,19:20:26,40,22,4
13/09/2020,19:22:27,46,25,4
13/09/2020,19:34:32,51,18,1
13/09/2020,19:38:21,41,21,1
13/09/2020,19:42:37,50,22,1
13/09/2020,19:50:21,50,19,0
13/09/2020,20:01:23,53,21,0
13/09/2020,20:06:24,41,22,5
13/09/2020,20:12:25,39,25,2
13/09/2020,20:20:26,52,19,0
13/09/2020,20:22:27,51,23,0
13/09/2020,20:34:32,42,20,1
13/09/2020,20:38:21,43,17,4
13/09/2020,20:42:37,47,19,3
13/09/2020,20:50:21,48,15,1
13/09/2020,21:01:23,54,23,5
13/09/2020,21:06:24,35,17,3
13/09/2020,21:12:25,54,20,2
13/09/2020,21:20:26,43,24,2
13/09/2020,21:22:27,43,22,0
13/09/2020,21:34:32,53,17,4
13/09/2020,21:38:21,53,22,0
13/09/2020,21:42:37,47,18,3
13/09/2020,21:50:21,47,20,4
13/09/2020,22:01:23,37,18,2
13/09/2020,22:06:24,39,22,4
13/09/2020,22:12:25,51,15,2
13/09/2020,22:20:26,35,21,4
13/09/2020,22:22:27,36,23,3
13/09/2020,22:34:32,37,24,4
13/09/2020,22:38:21,36,17,3
13/09/2020,22:42:37,37,24,5
13/09/2020,22:50:21,40,21,0
13/09/2020,23:01:23,43,25,5
13/09/2020,23:06:24,54,17,5
13/09/2020,23:12:25,37,16,0
13/09/2020,23:20:26,41,16,3
13/09/2020,23:22:27,45,23,5
13/09/2020,23:34:32,37,20,3
13/09/2020,23:38:21,40,22,5
13/09/2020,23:42:37,52,22,3
13/09/2020,23:50:21,35,19,5
14/09/2020,00:01:23,50,17,1
14/09/2020,00:06:24,50,20,2
14/09/2020,00:12:25,46,22,1
14/09/2020,00:20:26,42,19,3
14/09/2020,00:22:27,38,20,5
14/09/2020,00:34:32,36,15,4
14/09/2020,00:38:21,44,15,2
14/09/2020,00:42:37,53,20,5
14/09/2020,00:50:21,41,23,1
14/09/2020,00:55:24,40,17,3
14/09/2020,01:01:23,44,15,1
14/09/2020,01:06:24,37,24,1
14/09/2020,01:12:25,43,21,2
14/09/2020,01:20:26,42,24,5
14/09/2020,01:22:27,44,23,3
14/09/2020,01:34:32,47,22,4
14/09/2020,01:38:21,44,18,3
14/09/2020,01:42:37,51,17,2
14/09/2020,01:50:21,49,22,0
14/09/2020,02:01:23,42,25,4
14/09/2020,02:06:24,49,16,0
14/09/2020,02:12:25,51,19,3
14/09/2020,02:20:26,48,24,2
14/09/2020,02:22:27,49,16,4
14/09/2020,02:34:32,55,18,2
14/09/2020,02:38:21,37,18,5
14/09/2020,02:42:37,39,15,0
14/09/2020,02:50:21,39,24,2
14/09/2020,03:01:23,50,23,0
14/09/2020,03:06:24,35,19,4
14/09/2020,03:12:25,44,15,5
14/09/2020,03:20:26,44,21,1
14/09/2020,03:22:27,48,24,2
14/09/2020,03:34:32,45,20,5
14/09/2020,03:38:21,40,24,3
14/09/2020,03:42:37,49,16,5
14/09/2020,03:50:21,38,24,4
14/09/2020,04:01:23,55,22,3
14/09/2020,04:06:24,49,23,4
14/09/2020,04:12:25,51,24,5
14/09/2020,04:20:26,48,24,0
14/09/2020,04:22:27,37,20,5
14/09/2020,04:34:32,43,22,4
14/09/2020,04:38:21,50,22,1
14/09/2020,04:42:37,41,24,5
14/09/2020,04:50:21,37,23,1
14/09/2020,05:01:23,51,23,5
14/09/2020,05:06:24,52,24,3
14/09/2020,05:12:25,38,25,2
14/09/2020,05:20:26,55,23,3
14/09/2020,05:22:27,48,16,3
14/09/2020,05:34:32,54,18,4
14/09/2020,05:38:21,53,19,0
14/09/2020,05:42:37,53,17,0
14/09/2020,05:50:21,54,18,1
14/09/2020,06:01:23,50,15,2
14/09/2020,06:06:24,42,21,5
14/09/2020,06:12:25,48,20,0
14/09/2020,06:20:26,42,22,4
14/09/2020,06:22:27,44,15,0
14/09/2020,06:34:32,37,24,5
14/09/2020,06:38:21,45,22,2
14/09/2020,06:42:37,46,20,4
14/09/2020,06:50:21,54,21,3
14/09/2020,07:01:23,46,24,2
14/09/2020,07:06:24,39,18,5
14/09/2020,07:12:25,40,18,3
14/09/2020,07:20:26,35,16,3
14/09/2020,07:22:27,47,20,0
14/09/2020,07:34:32,36,23,2
14/09/2020,07:38:21,35,15,4
14/09/2020,07:42:37,40,25,5
14/09/2020,07:50:21,52,15,4
14/09/2020,07:01:23,39,20,0
14/09/2020,07:06:24,48,24,2
14/09/2020,07:12:25,45,25,0
14/09/2020,07:20:26,52,20,1
14/09/2020,07:22:27,38,16,1
14/09/2020,07:34:32,50,17,2
14/09/2020,07:38:21,43,17,1
14/09/2020,07:42:37,40,15,2
14/09/2020,07:50:21,55,20,2
14/09/2020,08:01:23,38,19,2
14/09/2020,08:06:24,44,16,5
14/09/2020,08:12:25,45,16,3
14/09/2020,09:20:26,43,15,4
14/09/2020,09:22:27,47,17,4
14/09/2020,09:34:32,36,25,5
14/09/2020,09:38:21,38,21,2
14/09/2020,09:42:37,51,25,2
14/09/2020,09:50:21,42,16,4
14/09/2020,10:01:23,48,16,0
14/09/2020,10:06:24,37,18,4
14/09/2020,10:12:25,48,19,2
14/09/2020,10:20:26,36,19,4
14/09/2020,10:22:27,35,23,1
14/09/2020,10:34:32,44,18,3
